Frame,X1,Y1,,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38
Tracks 1 to 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,100.2598,219.4951,2,473.43616,182.13829,-1, , ,-1, , ,-1,564.1418,291.32837,-1,115.79091,323.27576,-1, , ,-1,549.88586,626.375,-1,250.31,663.11,-1,550.7308,606.7692,-1,271.84906,562.68396,-1, , , ,100.25,250.71428,*,473.41763,306.85294,*,491.5989,211.36813,*,135.10406,360.94162,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
47,95.25109,217.66158,,471.5,188.04054,-1, , ,-1, , ,-1,556.23914,290.27173,-1,126.68405,321.4632,-1, , ,-1,554.80414,622.0206,-1,253.93443,667.63934,-1,547.5202,609.3182,-1,271.5524,567.5306,-1, , , , , , ,470.56,300.28,*,490.63953,204.25581,*,144.47409,362.18912,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
48,95.25109,217.66158,,471.5,188.04054,-1, , ,-1, , ,-1,556.23914,290.27173,-1,126.68405,321.4632,-1, , ,-1,554.80414,622.0206,-1,253.93443,667.63934,-1,547.5202,609.3182,-1,271.5524,567.5306,-1, , , , , , ,470.56,300.28,*,490.63953,204.25581,*,144.47409,362.18912,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
49,93.20588,217.1199,,471.90817,191.0238,-1, , ,-1, , ,-1,550.7,296.26523,-1,130.94025,321.13522,-1, , ,-1,557.3505,619.68555,-1,256.9035,670.1667,-1,545.58185,610.5455,-1,271.83954,571.6535,-1, , , , , , ,470.2963,300.25925,*,488.54544,202.80682,*,148.48964,362.7798,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
50,91.530975,216.66371,,477.6837,199.41837,-1, , ,-1, , ,-1,544.1923,302.04614,-1,135.11491,320.7671,-1, , ,-1,558.899,618.18915,-1,258.63043,670.22174,-1,543.0455,611.8091,-1,271.65652,573.07825,-1, , , , , , ,471.10205,299.34692,*, , , ,152.13077,363.26923,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
51,88.992424,216.0947,,478.06653,203.62018,-1, , ,-1, , ,-1,527.9627,314.07462,-1,163.39473,318.3684,-1, , ,-1,560.8614,615.0099,-1,259.91464,669.4106,-1,535,623.1277,-1,271.8033,578.77014,-1, , , , , , ,478.0748,297.05118,*, , , ,159.21204,364.24347,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
52,89.92164,216.02612,,478.475,203.17917,-1, , ,-1, , ,-1,521.8259,319.32962,-1,179.964,323.332,-1, , ,-1,562.8476,611.5107,-1,260.19232,669.4872,-1,533.0361,632.46906,-1,271.43362,580.56635,-1, , , , , , ,482.62,295.788,*, , , ,161.03922,364.37744,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
53,89.92164,216.02612,,478.43774,203.15561,-1, , ,-1, , ,-1,521.8259,319.32962,-1,179.964,323.332,-1, , ,-1,562.8476,611.5107,-1,260.19232,669.4872,-1,533.0361,632.46906,-1,271.43362,580.56635,-1, , , , , , ,482.62,295.788,*, , , ,161.16336,364.39108,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
54,92.67647,215.55882,,478.62555,202.69283,-1, , ,-1, , ,-1,514.8546,325.1454,-1,194.17949,336.19232,-1, , ,-1,564.00555,609.1111,-1,264.7771,666.74097,-1,532.1731,638.1923,-1,271.5721,584.9664,-1, , , , , , ,486.23553,294.81406,*, , , ,163.00252,364.6558,*,74.27444,214.04887, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
55,74.938354,215.45891,,483.85416,197.88542,-1, , ,-1, , ,-1,502.68842,335.0797,-1,187.20454,341.06818,-1, , ,-1,564.99774,603.00226,-1,267.48486,656.1515,-1,532.58527,641.407,-1,271.8392,590.02423,-1, , , , , , ,494.77585,293.16666,*, , , ,168.00505,365.34344,*,114.55932,218.98305,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
56,74.938354,215.45891,,483.85416,197.88542,-1, , ,-1, , ,-1,502.68842,335.0797,-1,187.20454,341.06818,-1, , ,-1,564.99774,603.00226,-1,267.48486,656.1515,-1,532.58527,641.407,-1,271.8392,590.02423,-1, , , , , , ,494.77585,293.16666,*, , , ,168.00505,365.34344,*,114.55932,218.98305,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
57,77.43939,216.03787,,482.80087,208.05753,-1, , ,-1, , ,-1,493.43918,341.47974,-1,192.8125,341.4375,-1, , ,-1,565.08923,598.61206,-1,266.16153,646.89233,-1,533.1,642.975,-1,272.73767,594.50446,-1, , , , , , ,495.30136,304.9589,*, , , ,171.85751,365.7228,*,119.333336,219.3421,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
58,78.72378,215.52098,,483.5357,209.03572,-1, , ,-1, , ,-1,489.57645,344.11783,-1,168.36504,341.89877,-1, , ,-1,565.2016,596.80646,-1,264.5263,641.3684,-1,534.5241,645.0542,-1,273.0443,596.3228,-1, , , , , , ,494.56802,310.7517, , , , ,174.53093,366.23196,*,121.5171,219.71367,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
59,78.72378,215.52098,,483.5357,209.03572,-1, , ,-1, , ,-1,489.57645,344.11783,-1,168.36504,341.89877,-1, , ,-1,565.1842,596.85626,-1,264.5263,641.3684,-1,534.5241,645.0542,-1,273.0443,596.3228,-1, , , , , , ,494.56802,310.7517, , , , ,174.53093,366.23196,*,121.5171,219.71367,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
60,78.975174,215.96808,,477.98413,202.69841,-1, , ,-1, , ,-1,486.08334,346.41666,-1,164.40446,341.99683,-1, , ,-1,565.24896,595.08435,-1,263.73584,637.283,-1,537.37,642.35,-1,273.57916,598.1583,-1, , , , , , ,493.66107,316.2584,*, , , ,175.91237,366.30927,*,123.74779,219.99557,*,495.4011,217.01648,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
61,80.145454,216.95454,,475.48166,203.19725,-1, , ,-1, , ,-1,478.4735,351.69867,-1,156.39655,341.66666,-1, , ,-1,565.17523,591.53845,-1,256.8509,625.8246,-1,544.4159,635.1916,-1,274.70547,602.42694,-1, , , , , , ,490.83084,324.6203,*, , , ,179.03299,366.88577,*,127.94231,219.9423,*,506.94775,217.15672,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
62,80.108696,217.43044,,473.36917,204.59346,-1, , ,-1, , ,-1,478.4735,351.69867,-1,156.39655,341.66666,-1, , ,-1,565.18695,591.43475,-1,256.8509,625.8246,-1,544.4159,635.1916,-1,274.70547,602.42694,-1, , , , , , ,490.83084,324.6203, , , , ,179.03299,366.88577,*,131.89047,219.60477,*,516.4733,215.98,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
63,80.108696,217.43044,,473.36917,204.59346,-1, , ,-1, , ,-1,475.91354,353.703,-1,151.65527,341.5,-1, , ,-1,564.99146,589.32904,-1,253.62381,620.1667,-1,548.39014,632.18134,-1,275.70105,605.15607,-1, , , , , , ,489.2923,327.33078, , , , ,179.88579,367.099,*,132.01923,219.60577,*,516.4733,215.98,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
64,81.49187,217.96341,,471.5645,205.58603,-1, , ,-1, , ,-1,472.4664,358.33194,-1,148.71118,341.4565,-1, , ,-1,564.03204,586.55914,-1,251.09293,615.5177,-1,550.5625,630.2708,-1,275.74753,608.4257,-1, , , , , , ,488.16434,329.26224, , , , ,180.66176,367.22058,*,136.11111,219.51852,*,525.37805,216.03659,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
65,82.75883,219.37059,,469.82257,208.33871,-1, , ,-1, , ,-1,469.4221,372.24026,-1,138.26352,348.1284,-1, , ,-1,559.6658,581.52673,-1,246.05446,605.81683,-1,553.5526,626.16315,-1,274.79953,614.48065,-1, , , , , , ,485.36765,333.9853, , , , ,184.0421,367.93683,*,142.13551,219.50934,*,542.61365,215.20454,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
66,81.29825,218.8772,,474.22464,211.67392,-1, , ,-1, , ,-1,476.2846,378.84616,-1,133.08553,357.4671,-1, , ,-1,555.79474,580.18945,-1,244.44392,602.2196,-1,553.9898,624.4898,-1,274.52347,618.2042,-1, , , , , , ,484.3154,336.1769, , , , ,186.69318,369.07956,*,146.56604,219.18867,*,549.32104,215.1421,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
67,81.29825,218.8772,,474.22464,211.67392,-1, , ,-1, , ,-1,476.2846,378.84616,-1,133.08553,357.4671,-1, , ,-1,555.79474,580.18945,-1,244.44392,602.2196,-1,553.9898,624.4898,-1,274.52347,618.2042,-1, , , , , , ,484.3154,336.1769, , , , ,186.69318,369.07956,*,146.56604,219.18867,*,549.32104,215.1421,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
68,81.19231,216.0299,,482.05554,216.98889,-1, , ,-1, , ,-1,488.94604,391.68704,-1,127.91104,371.24234,-1, , ,-1,550.67645,578.7727,-1,239.86539,594.8461,-1,555.11163,621.69415,-1,274.06796,624.3301,-1, , , , , , ,482.65942,340.61594, , , , ,198.11957,370.34238,*,153.41347,218.92308,*,567.337,215.47826,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
69,81.19231,216.0299,,482.05554,216.98889,-1, , ,-1, , ,-1,488.94604,391.68704,-1,127.91104,371.24234,-1, , ,-1,550.67645,578.7727,-1,239.86539,594.8461,-1,555.11163,621.69415,-1,274.05554,624.30194,-1, , , , , , ,482.65942,340.61594, , , , ,198.11957,370.34238,*,153.41347,218.92308,*,567.337,215.47826,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
70,81.72609,214.84782,,491.0814,218.12791,-1, , ,-1, , ,-1,495.24075,398.58148,-1,126.22514,378.71637,-1, , ,-1,548.0459,578.7551,-1,237.23553,591.8471,-1,556.23834,620.07007,-1,273.67224,627.2895,-1, , , , , , ,482.1187,342.19785, , , , ,207.15161,369.57095,*,158.15048,219.47087,*,576.12195,214.87805, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
71,81.77273,211.69835,,508.93903,218.20732,-1, , ,-1, , ,-1,504.69116,408.56616,-1,133.23685,390.15414,-1, , ,-1,541.05615,578.69666,-1,231.32608,585.837,-1,556.8211,618.2615,-1,273.26215,630.78644,-1, , , , , , ,480.20422,345.99295, , , , ,218.12112,364.40063, ,164.31818,218.96465,*,588.2692,212.6923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
72,80.03077,207.44615,,518.25,218.10715,-1, , ,-1, , ,-1,508.86987,413.18494,-1,140.4661,387.99716,-1, , ,-1,538.1613,579.1183,-1,224.64737,582.8579,-1,557.38184,617.05457,-1,272.799,633.6667,-1, , , , , , ,479.1993,347.4021, , , , ,224.60448,356.03732, ,167.69801,218.82674,*,594.3052,211.96753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
73,79.97287,207.38373,,518.25,218.10715,-1, , ,-1, , ,-1,508.86987,413.18494,-1,140.4661,387.99716,-1, , ,-1,538.1613,579.1183,-1,224.64737,582.8579,-1,557.40826,616.98627,-1,272.799,633.6667,-1, , , , , , ,479.1993,347.4021, , , , ,224.60448,356.03732, ,167.69801,218.82674,*,594.3052,211.96753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
74,78.11719,203.54688,,526.3108,216.09459,-1, , ,-1, , ,-1,513.12744,417.38235,-1,148.64857,385.5057,-1, , ,-1,536.285,579.92474,-1,220.01485,580.6584,-1,557.7091,616.4091,-1,272.38324,635.82996,-1, , , , , , ,477.70514,349.047, , , , ,224.15,348.09375, ,170.09375,218.51042,*,594.94446,208.82222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
75,77.91304,196.25362,,540.10315,213.38889,-1, , ,-1, , ,-1,522.416,425.17938,-1,162.59944,379.91437,-1, , ,-1,528.76666,583.82776,-1,211.01456,576.9563,-1,558.88794,613.9741,-1,269.30978,641.7663,-1, , , , , , ,478.49265,358.00735, , , , ,223.34795,333.83334, ,176.98979,217.37755,*,582.5,212.37737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
76,77.91304,196.25362,,540.10315,213.38889,-1, , ,-1, , ,-1,522.416,425.17938,-1,162.59944,379.91437,-1, , ,-1,528.76666,583.82776,-1,211.01456,576.9563,-1,558.88794,613.9741,-1,269.30978,641.7663,-1, , , , , , ,478.49265,358.00735, , , , ,223.34795,333.83334, ,176.98979,217.37755, ,582.5,212.37737, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
77,76.64423,187.49039,,559.15265,212.41579,-1, , ,-1, , ,-1,535.1913,429.90268,-1,174.41473,358.86435,-1, , ,-1,524.8466,586.5455,-1,203.5283,574.6981,-1,559.53845,611.9519,-1,263.07864,647.82587,-1, , , , , , ,481.03192,365.20212, , , , ,223.87805,321.94513, ,183.86842,217.22632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
78,78.333336,186.5196,,559.2833,211.5,-1, , ,-1, , ,-1,542.05316,431.961,-1,180.21141,341.57382,-1, , ,-1,524.4316,586.87897,-1,200.69298,573.9912,-1,559.5093,611.3611,-1,260.60928,650.2705,-1, , , , , , ,481.8724,368.04483, , , , ,223.99495,313.66162, ,187.2193,216.64035, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
79,78.333336,186.5196,,559.2833,211.5,-1, , ,-1, , ,-1,542.05316,431.961,-1,180.21141,341.57382,-1, , ,-1,524.4316,586.87897,-1,200.69298,573.9912,-1,559.5755,611.32074,-1,260.54395,650.33514,-1, , , , , , ,481.8724,368.04483, , , , ,223.99495,313.66162, ,187.2193,216.64035, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
80,77.51504,187.01128,,556.1421,214.84737,-1, , ,-1, , ,-1,548.8581,432.3581,-1,185.97586,324.96207,-1, , ,-1,523.2326,587.55347,-1,197.47345,573.06635,-1,559.7019,610.50964,-1,258.48294,652.30115,-1, , , , , , ,482.88095,370.52042, , , , ,218.04033,311.2097,*,186.54839,212.40323, , , , ,555.1301,204.22603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
81,77.30537,187.61409,,561.3298,202.84042,-1, , ,-1, , ,-1,561.2594,433.2669,-1,191.56897,306.98276,-1, , ,-1,520.1166,593.0181,-1,191.72131,571.6475,-1,560,608.7451,-1,254.72034,655.5452,-1, , , , , , ,484.7535,375.88028, , , , ,207.01366,316.24316,*,174.08716,213.69266, , , , ,536.72076,216.96753,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
82,77.30537,187.61409,,561.3298,202.84042,-1, , ,-1, , ,-1,561.2594,433.2669,-1,191.56897,306.98276,-1, , ,-1,520.1166,593.0181,-1,191.72131,571.6475,-1,560,608.7451,-1,254.72034,655.5452,-1, , , , , , ,484.7535,375.88028, , , , ,207.01366,316.24316,*,174.08716,213.69266, , , , ,536.72076,216.96753,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
83,77.16197,189.10564,,555.74097,206.04218,-1, , ,-1, , ,-1,572.0329,432.4408,-1,201.48051,304.7013,-1, , ,-1,518.5564,597.90515,-1,187.17693,570.61536,-1,559.8461,607.7789,-1,249.70454,658.38635,-1, , , , , , ,486.3951,380.26923, , , , ,196.80646,320.3817,*,166.00877,213.24562,*, , , ,516.22,217.48666,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84,77.16197,189.10564,,555.74097,206.04218,-1, , ,-1, , ,-1,572.0329,432.4408,-1,201.48051,304.7013,-1, , ,-1,518.5564,597.90515,-1,187.17693,570.61536,-1,559.8461,607.7789,-1,249.70454,658.38635,-1, , , , , , ,486.3951,380.26923, , , , ,196.80646,320.3817,*,166.00877,213.24562,*, , , ,516.22,217.48666,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
85,77.73077,194.1077,,547.5139,212.18056,-1, , ,-1, , ,-1,579.4167,426.35,-1,211.59566,303.43912,-1, , ,-1,517.75696,603.00836,-1,183.35,569.2,-1,559.4652,605.63043,-1,247.02325,659.51746,-1, , , , , , ,487.92657,384.15735, , , , ,187.52605,324.52084,*,159.36487,213.45496,*, , , ,500.4726,217.97945,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
86,78.18794,198.71277,,542.8823,212.05882,-1, , ,-1, , ,-1,573.80835,427.81668,-1,215.35611,308.20505,-1, , ,-1,517.5161,604.35486,-1,188.00833,566.4,-1,558.1025,603.20807,-1,245.66168,660.66766,-1, , , , , , ,488.71335,385.88666, , , , ,184.25897,326.55127,*,157.54237,213.44067,*, , , ,488.84784,215.55435,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
87,78.18794,198.71277,,542.8823,212.05882,-1, , ,-1, , ,-1,573.80835,427.81668,-1,215.35611,308.20505,-1, , ,-1,517.5161,604.35486,-1,188.00833,566.4,-1,558.1025,603.20807,-1,245.66168,660.66766,-1, , , , , , ,488.70135,385.90268, , , , ,184.25897,326.55127,*,157.54237,213.44067,*, , , ,488.84784,215.55435,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
88,78.83784,202.26352,,535.6061,210.84848,-1, , ,-1, , ,-1,568.68463,428.40768,-1,195.0905,321.9985,-1, , ,-1,517.5687,604.75,-1,191.89682,565.15875,-1,557.9504,602.03436,-1,241.53572,661.5833,-1, , , , , , ,489.39725,387.70547, , , , , , , ,155.51755,213.73685,*, , , ,478.0893,212.28572, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
89,79.79605,208.86842,,524.6807,209.58434,-1, , ,-1, , ,-1,561.9186,431.67053,-1,205.56207,326.95517,-1, , ,-1,520.44794,606.8958,-1,199.52438,561.51624,-1,556.4774,599.1541,-1,233.35057,658.2184,-1, , , , , , ,490.94897,391.13266, , , , , , , ,152.80974,214.30531,*, , , ,471.72974,206.54054, ,165.03757,336.2341,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
90,79.79605,208.86842,,524.6807,209.58434,-1, , ,-1, , ,-1,561.9186,431.67053,-1,205.56207,326.95517,-1, , ,-1,520.44794,606.8958,-1,199.52438,561.51624,-1,556.4774,599.1541,-1,233.35057,658.2184,-1, , , , , , ,490.94897,391.13266, , , , , , , ,152.80974,214.30531,*, , , ,471.72974,206.54054, ,165.03757,336.2341,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
91,86.44074,215.4926,,514.7222,210.43056,-1, , ,-1, , ,-1,553.17975,433.33008,-1,196.93971,331.64893,-1, , ,-1,524.86755,609.7216,-1,207.09166,559.5,-1,554.2273,596.1667,-1,227.18509,654.1243,-1, , , , , , ,493.4516,394.73386, , , , , , , ,150.31197,215.0983,*, , , ,468.61346,209.09575, ,150.57732,342.69073,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
92,86.44074,215.4926,,514.7222,210.43056,-1, , ,-1, , ,-1,553.17975,433.33008,-1,196.93971,331.64893,-1, , ,-1,524.86755,609.7216,-1,207.09166,559.5,-1,554.2273,596.1667,-1,227.18509,654.1243,-1, , , , , , ,493.4516,394.73386, , , , , , , ,150.31197,215.0983,*, , , ,468.61346,209.09575, ,150.57732,342.69073,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
93,98.33929,220.66965,,508.3875,211.2875,-1, , ,-1, , ,-1,545.41406,435.58594,-1,182.852,332.452,-1, , ,-1,530.59845,612.7073,-1,214.77678,557.5357,-1,550.513,591.6039,-1,221.75967,650.31213,-1, , , , , , ,500.0793,400.7414, , , , , , , ,148.39473,215.67545, , , , ,468.75,212.82, ,137.47015,347.83334,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
94,103.13636,222.03409,,504.41464,211.95122,-1, , ,-1, , ,-1,538.6702,435.2943,-1,178.38199,334.5435,-1, , ,-1,533.0401,612.60693,-1,218.33963,556.90564,-1,544.2826,590.9783,-1,219.3871,648.5699,-1, , , , , , ,503.23758,405.08157,*, , , , , , ,147.40991,216.07658, , , , ,473.95834,214.76042, ,131.17165,350.20648,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
95,103.20115,222.01724,,504.1329,211.9557,-1, , ,-1, , ,-1,539.05396,435.29138,-1,178.09236,334.66562,-1, , ,-1,533.4121,612.6374,-1,218.0965,556.9211,-1,544.6356,591.05084,-1,219.23404,648.44684,-1, , , , , , ,503.10416,404.94446, , , , , , , ,147.2807,216.1579, , , , ,474.08334,214.88542, ,131.37685,350.1207,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
96,108.94898,222,,500.6579,212.21053,-1, , ,-1, , ,-1,533.9126,433.45105,-1,169.4759,336.86145,-1, , ,-1,537.13104,612.36633,-1,221.33177,556.04205,-1,539.50903,591.50903,-1,216.51064,646.6117,-1, , , , , , ,505.59286,407.9, , , , , , , ,146.5,216.40741, , , , ,476.59708,215.15048, ,122.104164,353.9271,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
97,120.27778,221.75252,,492.16852,213.99171,-1, , ,-1, , ,-1,525.12024,431.14557,-1,152.56976,341.90698,-1, , ,-1,542.2874,612.08936,-1,227.86765,555.58826,-1,533.1,596.96,-1,212.55852,643.94147,-1, , , , , , ,509.55518,411.78275, , , , , , , ,145.72891,216.83736, , , , , , , ,122.191864,343.61627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
98,120.27778,221.75252,,492.16852,213.99171,-1, , ,-1, , ,-1,525.12024,431.14557,-1,152.56976,341.90698,-1, , ,-1,542.2874,612.08936,-1,227.86765,555.58826,-1,533.1,596.96,-1,212.55852,643.94147,-1, , , , , , ,509.55518,411.78275, , , , , , , ,145.72891,216.83736, , , , , , , ,122.191864,343.61627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
99,128.35577,221.02884,,495.3819,210.44489,-1, , ,-1, , ,-1,515.8949,430.11783,-1,136.4,344.86,-1, , ,-1,551.84045,606.94147,-1,230.6017,562.161,-1,531.6028,605.4346,-1,207.7766,640.7181,-1, , , , , , ,513.6081,414.33783, , , , , , , ,139.93434,214.41919, , , , , , , ,130.72667,327.42, ,503.9,218.2,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,128.35577,221.02884,,495.3819,210.44489,-1, , ,-1, , ,-1,515.8949,430.11783,-1,136.4,344.86,-1, , ,-1,551.84045,606.94147,-1,230.6017,562.161,-1,531.6028,605.4346,-1,207.7766,640.7181,-1, , , , , , ,513.6081,414.33783, , , , , , , ,139.93434,214.41919, , , , , , , ,130.72667,327.42, ,503.9,218.2,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
101,135.25229,220.24312,,493.49066,209.79907,-1, , ,-1, , ,-1,509.375,429.05264,-1,138.78308,336.0477,-1, , ,-1,557.315,597.6762,-1,232.35507,567.81885,-1,522.10254,616.4103,-1,203.98045,637.8184,-1, , , , , , ,517.0781,416.4453, , , , , , , ,135.69048,212.72858, , , , , , , , , , ,517.6486,217.85135,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
102,135.25229,220.24312,,493.49066,209.79907,-1, , ,-1, , ,-1,509.375,429.05264,-1,138.78308,336.0477,-1, , ,-1,557.315,597.6762,-1,232.35507,567.81885,-1,522.10254,616.4103,-1,203.98045,637.8184,-1, , , , , , ,517.0781,416.4453, , , , , , , ,135.69048,212.72858, , , , , , , , , , ,517.6486,217.85135,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
