Frame,X1,Y1,,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38
Tracks 1 to 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,136.27632,216.14473,,490.25714,210.87143,-1, , ,-1, , ,-1,500.87363,426.9945,-1,142.27403,335.86105,-1, , ,-1,556.99744,585.3256,-1,233.94057,573.5,-1,516.5645,605.5161,-1,199.31429,633.8357,-1, , , , , , ,524.2817,418.02112, , , , , , , , , , , , , , , , , , , ,526.9868,217.27632,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
104,136.27632,216.14473,,490.25714,210.87143,-1, , ,-1, , ,-1,500.87363,426.9945,-1,142.27403,335.86105,-1, , ,-1,556.99744,585.3256,-1,233.94057,573.5,-1,516.5645,605.5161,-1,199.31429,633.8357,-1, , , , , , ,524.2817,418.02112, , , , , , , , , , , , , , , , , , , ,526.9868,217.27632,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
105,136.9766,210.47021,,494.43976,211.34337,-1, , ,-1, , ,-1,510.75323,435.62338,-1,143.53922,336.68872,-1, , ,-1,549.9806,578.16504,-1,235.51709,578.6368,-1,509.50775,596.47675,-1,200.57143,626.478,-1, , , , , , ,530.71234,421.36987, , , , , , , , , , , , , , , , , , , ,544.4798,214.4495,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
106,136.9766,210.47021,,494.43976,211.34337,-1, , ,-1, , ,-1,510.75323,435.62338,-1,143.53922,336.68872,-1, , ,-1,549.9806,578.16504,-1,235.51709,578.6368,-1,509.50775,596.47675,-1,200.57143,626.478,-1, , , , , , ,530.71234,421.36987, , , , , , , , , , , , , , , , , , , ,544.4798,214.4495,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
107,134.876,216.732,,499.97916,214.5625,-1, , ,-1, , ,-1,526.35834,438.23334,-1,151.24667,358.54666,-1, , ,-1,543.43066,570.1287,-1,232.54124,582.45874,-1,502.02594,588.54443,-1,203.10527,618.9211,-1, , , , , , ,535.5592,424.8092, , , , , , , , , , , , , , , , , , , ,558.6398,212.58603, ,123.77778,206.01852, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
108,115.48795,222.00603,,546.2895,212.00877,-1, , ,-1, , ,-1,547.2319,423.94928,-1,169.03267,356.79144,-1, , ,-1,531.8606,553.3125,-1,212.59782,601.93115,-1,485.15466,574.241,-1, , ,-1, , , , , , ,556.65643,435.2279,*, , , , , , , , , , , , , , , , , , ,587.3899,209.80275, ,111.4703,202.26237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
109,115.48795,222.00603,,546.2895,212.00877,-1, , ,-1, , ,-1,547.2319,423.94928,-1,169.03267,356.79144,-1, , ,-1,531.8606,553.3125,-1,212.59782,601.93115,-1,485.15466,574.241,-1, , ,-1, , , , , , ,556.65643,435.2279,*, , , , , , , , , , , , , , , , , , ,587.3899,209.80275, ,111.4703,202.26237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
110,110.37255,198.52942,,582.0389,211.6658,-1, , ,-1, , ,-1,569.645,405.21756,-1,170.71101,338.61926,-1, , ,-1,519.87115,530.42267,-1,215.31818,592.717,-1,461.42438,560.63446,-1, , ,-1, , , , , , ,592.5348,429.61304,*, , , , , , , , , , , , , , , , , , , , , ,90.11539,217.71153,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
111,110.37255,198.52942,,582.0389,211.6658,-1, , ,-1, , ,-1,569.645,405.21756,-1,170.71101,338.61926,-1, , ,-1,519.87115,530.42267,-1,215.31818,592.717,-1,461.42438,560.63446,-1, , ,-1, , , , , , ,592.5348,429.61304,*, , , , , , , , , , , , , , , , , , , , , ,90.11539,217.71153,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
112,111.50893,198.23215,,579.45264,212.57368,-1, , ,-1, , ,-1,572.6069,402.46945,-1,166.88109,339.43695,-1, , ,-1,518.40985,527.4918,-1,215.91196,590.2075,-1,459.5087,559.50867,-1, , ,-1, , , , , , ,595.93445,428.2541,*, , , , , , , , , , , , , , , , , , , , , ,87.754715,217.20755,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
113,111.50893,198.23215,,579.45264,212.57368,-1, , ,-1, , ,-1,572.6069,402.46945,-1,166.88109,339.43695,-1, , ,-1,518.40985,527.4918,-1,222.01707,576.26587,-1,459.5087,559.50867,-1, , ,-1, , , , , , ,595.93445,428.2541,*, , , , , , , , , , , , , , , , , , , , , ,87.754715,217.20755,*,204.40654,616.3131,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
114,112.08929,198.1875,,577.26526,212.61737,-1, , ,-1, , ,-1,575.19666,399.42136,-1,163.18266,339.58533,-1, , ,-1,512.30255,529.328,-1,223.95833,571.17706,-1,457.56958,558.7,-1, , ,-1, , , , , , ,600.94916,426.88135,*, , , , , , , , , , , , , , , , , , , , , ,85.09615,217.01923,*,202.46262,619.0888,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
115,112.08929,198.1875,,577.26526,212.61737,-1, , ,-1, , ,-1,575.19666,399.42136,-1,163.18266,339.58533,-1, , ,-1,512.30255,529.328,-1,223.95833,571.17706,-1,457.60526,558.7018,-1, , ,-1, , , , , , ,600.94916,426.88135,*, , , , , , , , , , , , , , , , , , , , , ,85.09615,217.01923,*,202.46262,619.0888,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
116,111.960175,198.21681,,574.8863,212.78326,-1, , ,-1, , ,-1,575.6786,392.82144,-1,159.7404,339.35934,-1, , ,-1,510.28488,531.8314,-1,225.92076,566.7295,-1,455.0614,557.3246,-1, , ,-1, , , , , , ,605.46063,424.42126,*, , , , , , , , , , , , , , , , , , , , , ,84.833336,216.66162,*,202.35484,619.05646,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
117,112.08772,198.17545,,574.8863,212.78326,-1, , ,-1, , ,-1,575.6786,392.82144,-1,159.7404,339.35934,-1, , ,-1,510.28488,531.8314,-1,225.92076,566.7295,-1,455.0614,557.3246,-1, , ,-1, , , , , , ,605.46063,424.42126,*, , , , , , , , , , , , , , , , , , , , , ,84.833336,216.66162,*,202.35484,619.05646,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
118,112.4375,198.125,,569.4583,214.03703,-1, , ,-1, , ,-1,577.05646,385.87903,-1,165.88647,332.5918,-1, , ,-1,507.84302,534.5058,-1,227.48936,563.3298,-1,453.2966,556.5593,-1, , ,-1, , , , , , ,609.63495,421.8095,*, , , , , , , , , , , , , , , , , , , , , ,84.66346,217.07692,*,201.58333,620.1288,*,141.92188,349.46875,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
119,112.4375,198.125,,569.4583,214.03703,-1, , ,-1, , ,-1,577.05646,385.87903,-1,165.88647,332.5918,-1, , ,-1,507.84302,534.5058,-1,227.48936,563.3298,-1,453.2966,556.5593,-1, , ,-1, , , , , , ,609.63495,421.8095,*, , , , , , , , , , , , , , , , , , , , , ,84.66346,217.07692,*,201.58333,620.1288,*,141.92188,349.46875,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
120,112.18519,198.02777,,564.3693,214.12814,-1, , ,-1, , ,-1,578.0455,375.12726,-1,163.09346,331.03738,-1, , ,-1,505.9179,536.699,-1,228.7922,560.25323,-1,451.43457,555.2944,-1, , ,-1, , , , , , ,611.7542,420.11017,*, , , , , , , , , , , , , , , , , , , , , ,84.405266,216.92105,*,200.86429,620.65,*,136.96428,343.99286,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
121,112.18519,198.02777,,564.3693,214.12814,-1, , ,-1, , ,-1,578.0455,375.12726,-1,163.09346,331.03738,-1, , ,-1,505.9179,536.699,-1,228.7922,560.25323,-1,451.43457,555.2944,-1, , ,-1, , , , , , ,611.7542,420.11017,*, , , , , , , , , , , , , , , , , , , , , ,84.405266,216.92105,*,200.86429,620.65,*,136.96428,343.99286,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
122,112.45536,197.71428,,554.7299,214.7246,-1, , ,-1, , ,-1,579.376,365.10464,-1,160.95662,329.82877,-1, , ,-1,504.215,538.465,-1,233.2,557.92,-1,450.0625,554.1607,-1, , ,-1, , , , , , ,612.4515,418.24756,*, , , , , , , , , , , , , , , , , , , , , ,85.64563,215.77185,*,200.39285,621.27856,*,134.87569,339.5884,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
123,112.45536,197.71428,,554.7299,214.7246,-1, , ,-1, , ,-1,579.376,365.10464,-1,160.95662,329.82877,-1, , ,-1,504.215,538.465,-1,233.2,557.92,-1,450.0625,554.1607,-1, , ,-1, , , , , , ,612.4515,418.24756,*, , , , , , , , , , , , , , , , , , , , , ,85.64563,215.77185,*,200.39285,621.27856,*,134.87569,339.5884,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
124,112.93697,197.55882,,546.78656,215.47562,-1, , ,-1, , ,-1,582.15485,352.97787,-1,158.79048,328.71906,-1, , ,-1,502.43878,540.5357,-1,238,558.52704,-1,448.94897,553.2653,-1, , ,-1, , , , , , ,612.4916,414.4916,*, , , , , , , , , , , , , , , , , , , , , ,85.71,215.16,*,197.4785,625.1022,*,131.1474,332.4422, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
125,112.93697,197.55882,,546.78656,215.47562,-1, , ,-1, , ,-1,582.15485,352.97787,-1,158.79048,328.71906,-1, , ,-1,502.43878,540.5357,-1,238,558.52704,-1,448.94897,553.2653,-1, , ,-1, , , , , , ,612.4916,414.4916,*, , , , , , , , , , , , , , , , , , , , , ,85.71,215.16,*,197.4785,625.1022,*,131.1474,332.4422, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
126,112.70513,197.69658,,545.5,216.5,-1, , ,-1, , ,-1,584.3626,340.76718,-1,156.64647,327.29797,-1, , ,-1,502.43878,540.5357,-1,238,558.52704,-1,448.94897,553.2653,-1, , ,-1, , , , , , ,612.97705,410.81192,*, , , , , , , , , , , , , , , , , , , , , ,86.2193,214.30702,*,197.4785,625.1022,*,129.23447,326.86722, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
127,112.70513,197.69658,,545.5,216.5,-1, , ,-1, , ,-1,584.3626,340.76718,-1,156.64647,327.29797,-1, , ,-1,500.32742,543.0533,-1,242.78477,559.99005,-1,449.95834,551.19794,-1, , ,-1, , , , , , ,612.97705,410.81192,*, , , , , , , , , , , , , , , , , , , , , ,86.2193,214.30702,*,197.76169,627.90186,*,129.23447,326.86722, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
128,112.790596,198.32051,,526.7586,217.10345,-1, , ,-1, , ,-1,585.50726,320.14493,-1,153.91837,325.2143,-1, , ,-1,498.20587,546.69116,-1,249.2152,563.1392,-1,451.75714,543.0619,-1, , ,-1, , , , , , ,613.5364,403.75455,*, , , , , , , , , , , , , , , , , , , , , ,86.93802,213.56612,*,199.26335,635.11066,*,123.72293,314.59555, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
129,112.790596,198.32051,,526.7586,217.10345,-1, , ,-1, , ,-1,585.50726,320.14493,-1,153.91837,325.2143,-1, , ,-1,498.20587,546.69116,-1,249.2152,563.1392,-1,451.75714,543.0619,-1, , ,-1, , , , , , ,613.5364,403.75455,*, , , , , , , , , , , , , , , , , , , , , ,86.93802,213.56612,*,199.26335,635.11066,*,123.72293,314.59555, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
130,112.74793,199.1281,,490.273,216.16872,-1, , ,-1, , ,-1,585.129,304.14517,-1,149.1044,322.2967,-1, , ,-1,495.5457,551.1396,-1,252.38757,565.79584,-1,455.52042,536.7041,-1, , ,-1, , , , , , ,611.458,400.35715,*, , , , , , , , , , , , , , , , , , , , , ,87.92623,212.5,*,201.6938,641.53876,*,115.78169,310.53522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
131,112.74793,199.1281,,490.273,216.16872,-1, , ,-1, , ,-1,585.129,304.14517,-1,149.1044,322.2967,-1, , ,-1,495.5457,551.1396,-1,252.38757,565.79584,-1,455.52042,536.7041,-1, , ,-1, , , , , , ,611.458,400.35715,*, , , , , , , , , , , , , , , , , , , , , ,87.92623,212.5,*,201.6938,641.53876,*,115.78169,310.53522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
132,110.61905,200.92857,,478.94827,216.96552,-1, , ,-1, , ,-1,582.8932,296.86752,-1,148.04271,320.89697,-1, , ,-1,493.13547,553.70197,-1,255.11702,570.15247,-1,460.88144,532.0567,-1, , ,-1, , , , , , ,613.1518,393.25894,*, , , , , , , , , , , , , , , , , , , , , ,90.2619,217.5381,*,204.18889,646.0704,*,109.72556,308.2519,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
133,110.61905,200.92857,,478.94827,216.96552,-1, , ,-1, , ,-1,582.8932,296.86752,-1,148.04271,320.89697,-1, , ,-1,493.13547,553.70197,-1,255.11702,570.15247,-1,460.88144,532.0567,-1, , ,-1, , , , , , ,613.1518,393.25894, , , , , , , , , , , , , , , , , , , , , , ,90.2619,217.5381,*,204.18889,646.0704,*,109.72556,308.2519,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
134,111.833336,201.68889,,465.96448,215.57104,-1, , ,-1, , ,-1,570.8308,293.8233,-1,147.8805,319.3488,-1, , ,-1,489.81216,556.1455,-1,258.1726,566.5,-1,465.4326,530.35394,-1, , ,-1, , , , , , ,612.6682,383.02338,*, , , , , , , , , , , , , , , , , , , , , ,96.24074,220.01852,*,208.79465,651.3036,*,103.797874,306.3617,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
135,111.833336,201.68889,,465.96448,215.57104,-1, , ,-1, , ,-1,570.8308,293.8233,-1,147.8805,319.3488,-1, , ,-1,489.81216,556.1455,-1,258.1726,566.5,-1,465.4326,530.35394,-1, , ,-1, , , , , , ,612.6682,383.02338,*, , , , , , , , , , , , , , , , , , , , , ,96.24074,220.01852,*,208.79465,651.3036,*,103.797874,306.3617,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
136,110.59278,199.86082,,476.01614,215.90323,-1, , ,-1, , ,-1,555.19025,291.59735,-1,147.90976,318.55365,-1, , ,-1,486.6347,557.7021,-1,259.4337,560.3316,-1,471.15656,531.98486,-1, , ,-1, , , , , , ,611.5357,376.23215,*, , , , , , , , , , , , , , , , , , , , , ,105.30612,221.16327,*,214.27391,658.0826, ,111.958336,305.00595,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
137,110.59278,199.86082,,476.01614,215.90323,-1, , ,-1, , ,-1,555.19025,291.59735,-1,147.90976,318.55365,-1, , ,-1,486.6347,557.7021,-1,259.4337,560.3316,-1,471.15656,531.98486,-1, , ,-1, , , , , , ,611.5357,376.23215, , , , , , , , , , , , , , , , , , , , , , ,105.30612,221.16327,*,214.27391,658.0826, ,111.958336,305.00595,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
138,105.7807,201.14035,,471.2647,216.28432,-1, , ,-1, , ,-1,537.90955,289.19525,-1,147.32828,318.04544,-1, , ,-1,484.59,558.08,-1,260.92786,552.7438,-1,475.39816,533.35187,-1, , ,-1, , , , , , ,606.0128,368.96155,*, , , , , , , , , , , , , , , , , , , , , ,115.92105,220.71053,*,219.33871,656.4032, ,123.41558,301.31818,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
139,105.7807,201.14035,,471.2647,216.28432,-1, , ,-1, , ,-1,537.90955,289.19525,-1,147.32828,318.04544,-1, , ,-1,484.59,558.08,-1,260.92786,552.7438,-1,475.39816,533.35187,-1, , ,-1, , , , , , ,606.0128,368.96155, , , , , , , , , , , , , , , , , , , , , , ,115.92105,220.71053,*,219.33871,656.4032, ,123.41558,301.31818,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
140,102.18421,202.07895,,467.5,216.94,-1, , ,-1, , ,-1,522.6284,288.8853,-1,146.01076,317.5269,-1, , ,-1,480.8617,559.65955,-1,262.22974,545.2784,-1,479.0299,534.11536,-1, , ,-1, , , , , , ,601.62,361.332,*, , , , , , , , , , , , , , , , , , , , , ,122.43458,219.21028,*,218.88211,645.46747, ,144.66026,301.30768,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
141,102.18421,202.07895,,467.5,216.94,-1, , ,-1, , ,-1,522.6284,288.8853,-1,146.01076,317.5269,-1, , ,-1,480.8617,559.65955,-1,262.22974,545.2784,-1,479.0299,534.11536,-1, , ,-1, , , , , , ,601.62,361.332, , , , , , , , , , , , , , , , , , , , , , ,122.43458,219.21028,*,218.88211,645.46747, ,144.66026,301.30768,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
142,94.92242,201.3707,,455.82385,215.46591,-1, , ,-1, , ,-1,506.53885,291.76215,-1,144.99754,317.58868,-1, , ,-1,477.1069,560.2655,-1,259.84338,538.3554,-1,482.59244,534.7857,-1, , ,-1, , , , , , ,598.718,354.2594, , , , , , , , , , , , , , , , , , , , , , ,131.57547,219.14151,*,218.93243,633.32886,*,165.0153,308.01532,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
143,94.92242,201.3707,,455.82385,215.46591,-1, , ,-1, , ,-1,506.53885,291.76215,-1,144.99754,317.58868,-1, , ,-1,477.1069,560.2655,-1,259.86526,538.3683,-1,482.59244,534.7857,-1, , ,-1, , , , , , ,598.718,354.2594, , , , , , , , , , , , , , , , , , , , , , ,131.57547,219.14151,*,218.93243,633.32886, ,165.0153,308.01532,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
144,86.94444,202.57408,,464.52686,215.2718,-1, , ,-1, , ,-1,490.19525,291.59525,-1,143.76108,317.0271,-1, , ,-1,478.96875,570.1823,-1,257.5679,533.1358,-1,485.2934,535.37604,-1, , ,-1, , , , , , ,595.7955,346.35605, , , , , , , , , , , , , , , , , , , , , , ,140.09224,219.19904,*,217.63637,623.4727,*,180.33,314.43,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
145,86.94444,202.57408,,464.52686,215.2718,-1, , ,-1, , ,-1,490.19525,291.59525,-1,143.76108,317.0271,-1, , ,-1,478.96875,570.1823,-1,257.5679,533.1358,-1,485.2934,535.37604,-1, , ,-1, , , , , , ,595.7955,346.35605, , , , , , , , , , , , , , , , , , , , , , ,140.09224,219.19904,*,217.63637,623.4727,*,180.33,314.43,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
146,83.36813,202.87363,,470.12573,215.2076,-1, , ,-1, , ,-1,486.20078,292.1614,-1,142.9323,316.46875,-1, , ,-1,483.17474,572.69415,-1,254.98993,529.70807,-1,486.2097,535.4758,-1, , ,-1, , , , , , ,595.1212,343.59848, , , , , , , , , , , , , , , , , , , , , , ,143.48245,218.92982,*,217.40598,619.4573,*,187.76,317.52,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
147,83.92735,208.76495,,477.22122,216.12424,-1, , ,-1, , ,-1,474.4914,291.7931,-1,142.71828,316.02286,-1, , ,-1,491.11,576.5,-1,253.88655,525.4916,-1,490.07895,536.0789,-1, , ,-1, , , , , , ,594.03436,338.29388, , , , , , , , , , , , , , , , , , , , , , ,148.68349,217.88531,*,216.88889,611.58887,*,200.79231,323.2282,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
148,83.92735,208.76495,,477.22122,216.12424,-1, , ,-1, , ,-1,474.4914,291.7931,-1,142.71828,316.02286,-1, , ,-1,491.11,576.5,-1,253.88655,525.4916,-1,490.07895,536.0789,-1, , ,-1, , , , , , ,594.03436,338.29388, , , , , , , , , , , , , , , , , , , , , , ,148.68349,217.88531,*,216.88889,611.58887,*,200.79231,323.2282,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
149,88.42381,214.13809,,463.66922,216.57692,-1, , ,-1, , ,-1,467.7617,294.32242,-1,139.92064,318.01587,-1, , ,-1,499.76178,577.85077,-1,256.546,526.25287,-1,493.4316,536.3034,-1, , ,-1, , , , , , ,590.8273,331.5091, , , , , , , , , , , , , , , , , , , , , , ,150.72917,213.97917,*,219.5879,613.33514,*,214.91667,331.09375,*,503.5678,216.88983,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
150,88.42381,214.13809,,463.66922,216.57692,-1, , ,-1, , ,-1,467.7617,294.32242,-1,139.92064,318.01587,-1, , ,-1,499.76178,577.85077,-1,256.546,526.25287,-1,493.4316,536.3034,-1, , ,-1, , , , , , ,590.8273,331.5091, , , , , , , , , , , , , , , , , , , , , , ,150.72917,213.97917,*,219.5879,613.33514,*,214.91667,331.09375,*,503.5678,216.88983,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
151,95.111115,216.84259,,463.17123,216.80138,-1, , ,-1, , ,-1,463.94736,294.4386,-1,145.63333,326.6077,-1, , ,-1,507.42157,579.1323,-1,260.6228,525.1491,-1,499.82455,534.8509,-1, , ,-1, , , , , , ,581.5292,324.63138, , , , , , , , , , , , , , , , , , , , , , ,145.332,215.252, ,221.0463,618.7685,*,206.7561,339.40854,*,517.7917,215.93056,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
152,95.111115,216.84259,,463.17123,216.80138,-1, , ,-1, , ,-1,463.94736,294.4386,-1,145.63333,326.6077,-1, , ,-1,507.42157,579.1323,-1,260.6228,525.1491,-1,499.82455,534.8509,-1, , ,-1, , , , , , ,581.5292,324.63138, , , , , , , , , , , , , , , , , , , , , , ,145.332,215.252, ,221.0463,618.7685, ,206.7561,339.40854,*,517.7917,215.93056,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
153,102.03061,219.43878,,462.91666,211.45,-1, , ,-1, , ,-1,456.80682,291.92044,-1,150.97,335.38,-1, , ,-1,515.79474,580.34735,-1,262.02573,526.5,-1,506.4908,533.7294,-1, , ,-1, , , , , , ,572.466,317.62244, , , , , , , , , , , , , , , , , , , , , , ,141.65254,216.44916, ,221.72034,624.29663, ,196.2697,345.73032,*,527.7778,215.58888,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
154,102.03061,219.43878,,462.91666,211.45,-1, , ,-1, , ,-1,456.80682,291.92044,-1,150.97,335.38,-1, , ,-1,515.79474,580.34735,-1,262.02573,526.5,-1,506.4908,533.7294,-1, , ,-1, , , , , , ,572.466,317.62244, , , , , , , , , , , , , , , , , , , , , , ,141.65254,216.44916, ,221.72034,624.29663, ,196.2697,345.73032,*,527.7778,215.58888,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
155,109.24725,221.17033,,467.62943,212.27647,-1, , ,-1, , ,-1,452.0118,298.1929,-1,155.72012,343.65094,-1, , ,-1,524.5263,579.6684,-1,262.8484,526.5645,-1,510.74298,532.45325,-1, , ,-1, , , , , , ,563.1644,311.5604, , , , , , , , , , , , , , , , , , , , , , ,137.00847,217.9322, ,222.93637,629.9727, ,184.58109,346.61713,*,535.3372,215.90698,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
156,109.24725,221.17033,,467.62943,212.27647,-1, , ,-1, , ,-1,452.0118,298.1929,-1,155.72012,343.65094,-1, , ,-1,524.5263,579.6684,-1,262.8484,526.5645,-1,510.74298,532.45325,-1, , ,-1, , , , , , ,563.1644,311.5604,*, , , , , , , , , , , , , , , , , , , , , ,137.00847,217.9322, ,222.93637,629.9727, ,184.58109,346.61713,*,535.3372,215.90698,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
157,110.554344,220.16304,,471.93588,213.97437,-1, , ,-1, , ,-1,448.68796,309.5376,-1,171.44193,339.06818,-1, , ,-1,531.2762,579.5571,-1,257.07352,527.4853,-1,513.5909,531.92725,-1, , ,-1, , , , , , ,556.3472,307.5625,*, , , , , , , , , , , , , , , , , , , , , ,135.07777,218.8,*,219.83684,625.4053, , , , ,542.7321,215.92857,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
158,110.554344,220.16304,,471.93588,213.97437,-1, , ,-1, , ,-1,448.68796,309.5376,-1,171.44193,339.06818,-1, , ,-1,531.2762,579.5571,-1,257.07352,527.4853,-1,513.5909,531.92725,-1, , ,-1, , , , , , ,556.3472,307.5625,*, , , , , , , , , , , , , , , , , , , , , ,135.07777,218.8,*,219.83684,625.4053, , , , ,542.7321,215.92857,*, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
159,121.47549,218.20097,,473.8433,215.2612,-1, , ,-1, , ,-1,447.092,320.636,-1,169.53627,331.8005,-1, , ,-1,538.3,579.075,-1,247.81429,526.16284,-1,516.8714,530.8714,-1, , ,-1, , , , , , ,548.61487,303.41217,*, , , , , , , , , , , , , , , , , , , , , , , , ,220.09293,623.73895, , , , ,592.4649,216.0614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
160,121.47549,218.20097,,473.8433,215.2612,-1, , ,-1, , ,-1,447.092,320.636,-1,169.53627,331.8005,-1, , ,-1,538.3,579.075,-1,247.81429,526.16284,-1,516.8714,530.8714,-1, , ,-1, , , , , , ,548.61487,303.41217,*, , , , , , , , , , , , , , , , , , , , , , , , ,220.09293,623.73895, , , , ,592.4649,216.0614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
